TEST_ID,test_step_name,test_Step_Expected_result,test_step_Actual_result
11,Step 2,"The Location tab should be highlighted and the new ""Location"" screen should be displayed with the following sections:

1.Location details with fields
2.Systems
3.Parents in the system
4.Children in the system","The Location tab is highlighted and the new ""Location"" screen is displayed with the following sections:

1.Location details with fields
2.Systems
3.Parents in the system
4.Children in the system

  [User: a3k7kzz]"
11,Step 3,"The following 3M Additional fields should be displayed in the Locations page:

1.Loc Structure - Value List
2.ProdWC - Text field
3.Ship to Address - Value List","The following 3M Additional fields are displayed in the Locations page:

1.Loc Structure - Value List
2.ProdWC - Text field
3.Ship to Address - Value List

  [User: a3k7kzz]"
11,Step 4,"The properties of the field ""Loc Structure"" should be as follows :

   a.Max. Length - 5
   b.Type - Alphanumeric","The properties of the field ""Loc Structure"" are as follows :

a.Max. Length - 5
b.Type - Alphanumeric

  [User: a3k7kzz]"
11,Step 5,System should not allow the user to enter more than 5 characters.,"System did not allow the user to enter more than 5 characters.
 

  [User: a3k7kzz]"
11,Step 6,The system should accept the special characters and error message should not be displayed.,"The system accepts the special characters and the error message is not displayed.
 

  [User: a3k7kzz]"
11,Step 7,"The properties of the field ""ProdWC"" should be as follows :

   a.Max. Length - 10
   b.Type - Alphanumeric","The properties of the field ""ProdWC"" are as follows :

a.Max. Length - 10
b.Type - Alphanumeric



  [User: a3k7kzz]"
11,Step 8,System should not allow the user to enter more than 10 characters.,"System did not allow the user to enter more than 10 characters.
 

  [User: a3k7kzz]"
11,Step 9,The system should accept the special characters and error message should not be displayed.,"The system accepts the special characters and the error message is not displayed.
 

  [User: a3k7kzz]"
11,Step 10,"The properties of the field ""Ship to Address"" should be as follows :

   a.Max. Length - 30
   b.Type - Alphanumeric","The properties of the field ""Ship to Address"" are as follows :

a.Max. Length - 30
b.Type - Alphanumeric



  [User: a3k7kzz]"
11,Step 11,System should not allow the user to enter more than 30 characters.,"System did not allow the user to enter more than 30 characters.
 

  [User: a3k7kzz]"
11,Step 12,The system should accept the special characters and error message should not be displayed.,"The system accepts the special characters and the error message is not displayed.

  [User: a3k7kzz]"
12,Step 1,The Location page should be displayed with the focus on the List tab.,"The Location page is displayed with the focus on the List tab.

Actor: LOC_ASSET (TLOCA_GU)

  [User: a3k7kzz]"
12,Step 2,System should display the corresponding location in the list tab section.,"System displays the corresponding location in the list tab section.

  [User: a3k7kzz]"
12,Step 3,System should navigate the user to the Location tab with detailed information of the Location,"System navigates the user to the Location tab with detailed information of the Location

  [User: a3k7kzz]"
12,Step 4,"A new location record should be created.

(i) The ""Location"" field should be blank.
(ii) The fields other than ""Location"" should display the values as noted in the ""Location"" record mentioned in precondition 3.","A new location record is created.

(i) The ""Location"" field is blank.
(ii) The fields other than ""Location"" displays the values as noted in the ""Location"" record mentioned in precondition 3.

  [User: a3k7kzz]"
12,Step 1,The Location page should be displayed with the focus on the List tab.,"The Location page is displayed with the focus on the List tab.

Actor: SAMS_COOR (TSACD_GU)

  [User: a3k7kzz]"
12,Step 2,System should display the corresponding location in the list tab section.,"System displays the corresponding location in the list tab section.

  [User: a3k7kzz]"
12,Step 3,System should navigate the user to the Location tab with detailed information of the Location,"System navigates the user to the Location tab with detailed information of the Location

  [User: a3k7kzz]"
12,Step 4,"A new location record should be created.

(i) The ""Location"" field should be blank.
(ii) The fields other than ""Location"" should display the values as noted in the ""Location"" record mentioned in precondition 3.","A new location record is created.

(i) The ""Location"" field is blank.
(ii) The fields other than ""Location"" displays the values as noted in the ""Location"" record mentioned in precondition 3.

  [User: a3k7kzz]"
13,Step 1,The Preventive Maintenance page should be displayed with the focus on the PM field of the List tab.,"The Preventive Maintenance page is displayed with the focus on the PM field of the List tab.

Actor: SAMS_COOR (TSACD_GU)



  [User: a3k7kzz]"
13,Step 2,"The PMs tab should be highlighted and the new ""Preventive Maintenance"" screen should be displayed.","The PMs tab is highlighted and the new ""Preventive Maintenance"" screen is displayed.
 

  [User: a3k7kzz]"
13,Step 3,"The following fields should be displayed in the  1st section of the ""Preventive Maintenance"" page

1.PM (required field) with short description text field (Required)
2.Master PM with short description text field - Detail menu
3.Site - Defaulted
4.Status - Defaulted
5.Attachments","The following fields are displayed in the 1st section of the ""Preventive Maintenance"" page

1.PM (required field) with short description text field (Required)
2.Master PM with short description text field - Detail menu
3.Site - Defaulted
4.Status - Defaulted
5.Attachments



  [User: a3k7kzz]"
13,Step 4,"The following sections should be displayed in ""Preventive Maintenance"" page:

1.Details
2.Work Order Information
3.Resource Information","The following sections are displayed in ""Preventive Maintenance"" page:

1.Details
2.Work Order Information
3.Resource Information



  [User: a3k7kzz]"
13,Step 1,The Preventive Maintenance page should be displayed with the focus on the PM field of the List tab.,"The Preventive Maintenance page is displayed with the focus on the PM field of the List tab.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
13,Step 2,"The PMs tab should be highlighted and the new ""Preventive Maintenance"" screen should be displayed.","The PMs tab is highlighted and the new ""Preventive Maintenance"" screen is displayed.
 

  [User: a3k7kzz]"
13,Step 3,"The following fields should be displayed in the  1st section of the ""Preventive Maintenance"" page

1.PM (required field) with short description text field (Required)
2.Master PM with short description text field - Detail menu
3.Site - Defaulted
4.Status - Defaulted
5.Attachments","The following fields are displayed in the 1st section of the ""Preventive Maintenance"" page

1.PM (required field) with short description text field (Required)
2.Master PM with short description text field - Detail menu
3.Site - Defaulted
4.Status - Defaulted
5.Attachments



  [User: a3k7kzz]"
13,Step 4,"The following sections should be displayed in ""Preventive Maintenance"" page:

1.Details
2.Work Order Information
3.Resource Information","The following sections are displayed in ""Preventive Maintenance"" page:

1.Details
2.Work Order Information
3.Resource Information



  [User: a3k7kzz]"
14,Step 1,"The ""Preventive Maintenance"" page should be displayed with the focus on the PM field of the List tab.","The ""Preventive Maintenance"" page is displayed with the focus on the PM field of the List tab.

Actor: SAMS_COOR (TSACD_GU)



  [User: a3k7kzz]"
14,Step 2,"The PM tab should be highlighted and the new ""Preventive Maintenance"" screen should be displayed.","The PM tab is highlighted and the new ""Preventive Maintenance"" screen is displayed.
 

  [User: a3k7kzz]"
14,Step 3,"The following 3M Additional fields should be displayed in the PM page:

1.Area (Value list)
2.WO Category (Value list)
3.UUC Labor (Value list)
4.UUC Matl (Value list)","The following 3M Additional fields are displayed in the PM page:

1.Area (Value list)
2.WO Category (Value list)
3.UUC Labor (Value list)
4.UUC Matl (Value list)



  [User: a3k7kzz]"
14,Step 4,"The properties of the field ""Area"" should be as follows and user should be displayed with an error message if values does not match these criteria:

   a.Max. Length - 10
   b.Type - Alphanumeric","The properties of the field ""Area"" are as follows and user is displayed with an error message if values does not match these criteria:

a.Max. Length - 10
b.Type - Alphanumeric



  [User: a3k7kzz]"
14,Step 5,"The properties of the field ""WO Category"" should be as follows and user should be displayed with an error message if values does not match these criteria:

   a.Max. Length - 2
   b.Type - Alphanumeric","The properties of the field ""WO Category"" are as follows and user is displayed with an error message if values does not match these criteria:

a.Max. Length - 2
b.Type - Alphanumeric



  [User: a3k7kzz]"
14,Step 6,"The properties of the field ""UUC Labor"" should be as follows and user should be displayed with an error message if values does not match these criteria:

   a.Max. Length - 5
   b.Type - Alphanumeric","The properties of the field ""UUC Labor"" are as follows and user is displayed with an error message if values does not match these criteria:

a.Max. Length - 5
b.Type - Alphanumeric



  [User: a3k7kzz]"
